id;Edicion;Id_Propuesta;Titulo;Codigo_Ambito_Referencia;Ambito_Referencia;Tipo_Proponente;Numero_Apoyos;Pasa_Fase_Apoyos;Pasa_Fase_Viabilidad;Numero_Votos;Seleccionada;Presupuesto_euros;Mision_Climatica;Fecha creacion;Fecha_Baja
73;1;2015-00096;NA;5;la Saidia;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
104;1;2015-00138;NA;8;Patraix;Persona Juridica;NA;No aplicable;SI;17;NO;NA;No aplicable;2023-04-27;NA
113;1;2015-00148;NA;12;Camins al Grau;Persona Juridica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
186;1;2015-00228;Juegos infantiles detras de avenida aragon 40;6;el Pla del Real;Persona Fisica;NA;No aplicable;SI;15;SI;60500;No aplicable;2023-04-27;NA
204;1;2015-00248;Repavimentacion de las aceras y pavimento;4;Campanar;Persona Fisica;NA;No aplicable;SI;50;SI;173310;No aplicable;2023-04-27;NA
215;1;2015-00259;NA;1;Ciutat Vella;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
240;1;2015-00287;NA;12;Camins al Grau;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
248;1;2015-00297;NA;12;Camins al Grau;Persona Fisica;NA;No aplicable;SI;68;NO;NA;No aplicable;2023-04-27;NA
249;1;2015-00298;NA;6;el Pla del Real;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
474;1;2015-00567;Pacificacion del trafico en av. Burjassot;16;Benicalap;Persona Juridica;NA;No aplicable;SI;55;SI;343024;No aplicable;2023-04-27;NA
479;1;2015-00572;NA;5;la Saidia;Persona Fisica;NA;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
535;1;2016-00030;NA;18;Pobles de l'Oest;Persona Juridica;NA;No aplicable;SI;8;NO;NA;No aplicable;2023-04-27;NA
551;1;2016-00046;NA;15;Rascanya;Persona Juridica;NA;No aplicable;SI;29;NO;NA;No aplicable;2023-04-27;NA
593;1;2016-00089;Propuesta ayuntamiento. Mejora del aparcamiento de bicicletas;7;l'Olivereta;Persona Juridica;NA;No aplicable;SI;6;SI;2000;No aplicable;2023-04-27;NA
619;1;2016-00115;Dos nuevos pasos de peatones semaforizados en la av. Blasco Ibañez;6;el Pla del Real;Persona Juridica;NA;No aplicable;SI;10;SI;31931;No aplicable;2023-04-27;NA
634;2;15;NUEVO HOSPITAL EN AVD. CAMPANAR;4;Campanar;Particular;124;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
651;2;32;Adecuacion parque infantil en Blasco Ibañez (entre C/ Belgica y Polo y Peiloron);13;Algiros;Particular;35;SI;SI;180;SI;70000;No aplicable;2023-04-27;NA
686;2;67;Paso de cebra para acceder el Parque de la Cultura y la Biblioteca del Hospital.;3;Extramurs;Particular;19;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
709;2;90;¡Suciedad acumulada en el barrio de Malilla NO!;10;Quatre Carreres;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
717;2;98;Arboles en Av. Gral. Aviles;4;Campanar;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
817;2;198;Carretera Calle Franco Tormo muy mal estado;8;Patraix;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
916;2;297;Sombratge i mirador a l’horta a l’entrada del CP Castellar-L’Oliveral.;19;Pobles del Sud;Particular;65;SI;SI;122;NO;220000;No aplicable;2023-04-27;NA
926;2;307;COLOCACIoN FAROLAS ILUMINACIoN LED;5;la Saidia;Representante GT;58;SI;SI;162;NO;88000;No aplicable;2023-04-27;NA
931;2;312;Pacificacio de transit i posada en valor de Palaus Historics del carrer Eixarchs;1;Ciutat Vella;Particular;49;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
935;2;316;ADECUACIoN SOLAR C/ SANTA PAULA MONTAL;4;Campanar;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
949;2;330;Instalacion de paneles luminosos para prevenir la contaminacion acustica;1;Ciutat Vella;Representante GT;21;SI;SI;119;SI;21096;No aplicable;2023-04-27;NA
961;2;342;Construccion jardin municipal en c/ Siete Aguas, Rodrigo Pertegas, I.Canarias;12;Camins al Grau;Representante GT;3;SI;SI;79;NO;280000;No aplicable;2023-04-27;NA
967;2;348;Reacondicionamiento de la plaza de Emilio Lluch en el barrio de Vara de Quart;8;Patraix;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
996;2;377;Acondicionar els següents carrer de Benifaraig:;17;Pobles del Nord;Representante GT;13;SI;SI;294;SI;32283;No aplicable;2023-04-27;NA
1011;2;392;Alcorques Torrefiel;15;Rascanya;Representante GT;4;SI;SI;164;SI;60500;No aplicable;2023-04-27;NA
1056;2;437;Reurbanizacion calle Murta, primera fase;14;Benimaclet;Representante GT;39;SI;SI;422;SI;260986;No aplicable;2023-04-27;NA
1064;2;445;Habilitar zona deportiva en Avda. Gaspar Aguilar cruce con Avda. Tomas Sala.;9;Jesus;Representante GT;13;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1074;2;455;REHABILITACIoN ALQUERiA FALCO TORREFIEL;15;Rascanya;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1099;2;480;MAS PUNTOS DE RECICLAJE EN EL BARRIO DE LA SEU Y CIUTAT VELLA;1;Ciutat Vella;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1104;2;485;Propuesta de adecuacion y mejora de la plaza de Emilio Lluch;8;Patraix;Particular;53;SI;SI;411;SI;144305;No aplicable;2023-04-27;NA
1118;2;499;RENOVACIoN BANCOS BARRIO SANT PAU;4;Campanar;Representante GT;4;SI;SI;179;SI;21700;No aplicable;2023-04-27;NA
1273;3;1066;AJARDINAMIENTO AVDA. AUSIaS MARCH;Toda la ciudad;Toda la ciudad;Particular;71;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1282;3;1075;RAMPA PARA CIUDADANOS CON MOVILIDAD REDUCIDA DE ARNICHES AL RiO TURIA. OLIVERETA;Toda la ciudad;Toda la ciudad;Particular;33;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1456;3;1249;LiNEA DE AUTOBUS EMT DESDE EL BARRIO OLIVERETA HASTA BLASCO IBaÑEZ/UNIVERSIDADES;Toda la ciudad;Toda la ciudad;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1464;3;1257;BANYS PuBLICS EN EL PASSEIG MARiTIM;Toda la ciudad;Toda la ciudad;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1504;3;1297;CREAR UN PAR DE PISTAS DE PETANCA EN LA PLAZA DE SEGOVIA;Toda la ciudad;Toda la ciudad;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1541;3;1335;PASARELAS AVENIDA DEL CID;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1546;3;1340;MEJORA DEL SERVICIO DE VALENBISI EN LAS UNIVERSIDADES;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1587;3;1383;MEJORAR LA ACCESIBILIDAD DEL JARDiN DEL TURIA;Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1697;3;1493;PLAZA RAQUEL PAYA;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1741;3;1537;AMPLIACION DE LA AV. PIO BAROJA A LA SALIDA DE LA ROTONDA;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1766;3;1562;INSTAL·LACIo HORTS URBANS I PARC AL COSTAT INSTITUT;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1815;4;2044;aRBOLES EN PLAZA DE ESPAÑA Y BARRIO DE LA ROQUETA;3;Extramurs;Particular;57;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1900;4;2129;INSTALACIoN PARA JOVENES;19;3;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1918;4;2147;PROPUESTA MODIFICACIoN DEL CARRIL BICI RONDA NORTE;15;Rascanya;Representante GT;0;SI;SI;364;SI;80000;No aplicable;2023-04-27;NA
2070;4;2299;REURBANIZACIoNYAJARDINAMIENTO ZONA PUERTO;11;Poblats Maritims;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2147;4;2376;INSTALACIoN SOLAR EN EL RiO PARA FERIAS;20;No consta;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2224;4;2453;PERFORAR LA PISTA DE RUIZ Y COMES PARA EVITAR LAS RIADAS;19;2;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2235;4;2464;ZONA PARA PERROS EN CORTS;10;Quatre Carreres;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2246;4;2475;AMPLIACIoN Y MEJORA DE ACCESIBILIDAD PEATONAL EN CTRA. D’ALBA. (FAITANAR);19;8;Representante GT;0;SI;SI;63;SI;20342;No aplicable;2023-04-27;NA
2527;5;3215;CARRIL BICI EN CALÇADA. TRAM DE BLASCO IBAÑEZ ENTRE SEVERO OCHOA I DR. MOLINER;Toda la ciudad;Toda la ciudad;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2751;5;3439;"Rehabilitacion ""PONT DE SANT JOSEP"" Barri La Zaidia";Toda la ciudad;Toda la ciudad;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2825;5;3513;Carril Bici en Gaspar Aguilar;Toda la ciudad;Toda la ciudad;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3037;6;4093;Purificadores de aire en centros educativos;13;Algiros;Particular;149;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3072;6;4128;Talleres y cursos para ocio y tiempo libre  de todas las edades;18;1;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3083;6;4139;Creacion Zona Perros en Jardin Camino Moncada;16;Benicalap;Particular;60;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3086;6;4142;PIPICAN;19;1;Particular;33;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3095;6;4151;Colocacion  de badenes en la calle Coronacion para control velocidad;18;1;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3121;6;4177;Parque y zona verde en el solar de la calle Murta;14;Benimaclet;Particular;261;SI;SI;536;SI;250000;No aplicable;2023-04-27;NA
3149;6;4205;URBANIZACIoN CALLE ESPRONCEDA;18;1;Particular;16;SI;SI;21;NO;290000;No aplicable;2023-04-27;NA
3169;6;4225;Augmentar l'amplaria de les voreres al carrer Dolores Marques;14;Benimaclet;Particular;48;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3248;6;4304;Ruta escolar segura Sant Isidre - IES Misericordia;8;Patraix;Particular;53;SI;SI;758;SI;15000;No aplicable;2023-04-27;NA
3250;6;4306;ARBOLADO EN LA CALLE TURIA;3;Extramurs;Particular;62;SI;SI;483;SI;30000;No aplicable;2023-04-27;NA
3264;6;4320;Aparcamiento publico para residentes centro historico del Cabanyal.;11;Poblats Maritims;Particular;35;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3368;6;4424;Biblioteca de la Malvarrosa;11;Poblats Maritims;Particular;94;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3449;6;4505;CONTENIDORS SOTERRATS A MALILLA;10;Quatre Carreres;Particular;97;SI;SI;302;SI;130000;No aplicable;2023-04-27;NA
3451;6;4507;Instalacion de semaforos en C/. Rio Nervion cruce C/. Rio Segre;16;Benicalap;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3464;6;4521;MEJORAR ACCESOS A CARPESA;17;3;Particular;63;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3490;6;4547;URGE PARKING ZONA ZAPADORES;2;l'Eixample;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3491;6;4548;Reponer arbolado en Calle Isaac Peral;12;Camins al Grau;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3521;6;4578;Reducir el ruido de trafico en Cardenal Benlloch;13;Algiros;Particular;51;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3524;6;4581;Mejora del parque de las Atarazanas;12;Camins al Grau;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3569;6;4626;Ampliar parque de San Isidro con descampado anexo;8;Patraix;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3585;6;4642;Mejora calle Democracia (ampliacion aceras, arboles y terrazas);7;l'Olivereta;Particular;36;SI;SI;259;SI;120000;No aplicable;2023-04-27;NA
3668;6;4726;Peatonalizacion entorno Museo Bellas Artes de Valencia;5;la Saidia;Particular;40;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3789;6;4849;PEATONALIZACIoN DE LA CALLE JORGE JUAN;2;l'Eixample;Particular;21;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3854;6;4915;STREET ART RUZAFA: PROYECTO PARA LOS CONTENEDORES DE VIDRIO;2;l'Eixample;Particular;23;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3942;6;5004;poner en valor jardin calle industria (proteccion civil) y la plaza Goerlich;12;Camins al Grau;Particular;21;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3984;6;5046;Pavimentacio entrada edifici Les Casotes;19;3;Particular;20;SI;SI;25;NO;17600;No aplicable;2023-04-27;NA
4007;6;5069;Mejoras en carril bici y aceras: puente de Aragon, pza. America y pza. Zaragoza;6;el Pla del Real;Particular;40;SI;SI;169;SI;42068;No aplicable;2023-04-27;NA
4015;6;5077;Comederos y refugios para gatos;14;Benimaclet;Particular;55;SI;SI;357;SI;3400;No aplicable;2023-04-27;NA
4023;6;5085;Regulacion de la carga y descarga para proteger el entorno;2;l'Eixample;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4031;6;5093;Autobuses no contaminantes;2;l'Eixample;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4065;6;5127;Centro de acogimiento para gatos con necesidades especiales;16;Benicalap;Particular;78;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4166;6;5228;CREACIoN CARRIL BICI, MURAL ARTiSTICO INSPIRADOR EN CALLE PEATONAL JOSE DE ORGA;13;Algiros;Particular;38;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4499;7;5561;Soterramiento de los contenedores de las basuras en Calle de la Reina;12;Camins al Grau;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4567;7;5629;Instituto publico;16;Benicalap;Particular;54;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4657;7;5719;Creacion en un descampado o solar una colonia de gatos bien acotada;11;Poblats Maritims;Particular;48;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4669;7;5731;jardineras en calle jaca (tramo entre alboraya-almassora);5;la Saidia;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4772;7;5834;Parque Rojo - Poner mas columpios y que sean divertidos;15;Rascanya;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4787;7;5849;Acondicionamiento y asfaltado Plaza Ascension Chirivella;12;Camins al Grau;Particular;61;SI;SI;450;NO;169000;Sin etiqueta;2023-04-27;NA
4815;7;5877;Conexion conecta;1;Ciutat Vella;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4817;7;5879;Parque de niños;13;Algiros;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4851;7;5913;Parque canino;13;Algiros;Particular;38;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4864;7;5926;Mejora de la isleta entre la C. de la Democracia y el Pº de la Petxina;7;l'Olivereta;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4873;7;5935;Juntas de dilatacion calle San Vicente Martir;3;Extramurs;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4885;7;5947;Vigilancia y Peatonalizacion efectiva Plaza Maria Beneyto;3;Extramurs;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4891;7;5953;Reurbanizacion angel Guimera;3;Extramurs;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4922;7;5984;BADENES / RADARES DE VELOCIDAD EN AVENIDA VALLADOLID;14;Benimaclet;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4959;7;6021;Acabado de edificios a medio construir para viviendas de alquiler joven.;13;Algiros;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3630;6;4687;"Espectaculo teatral de Pamela Palenciano ""No solo duelen los golpes""";18;1;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3694;6;4752;Arreglar asfalto primer tramo Calle Mistral;14;Benimaclet;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
3755;6;4815;Eixamplar la vorera est del carrer Sant Vicent Martir;3;Extramurs;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3765;6;4825;Parque perros;13;Algiros;Particular;27;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
3808;6;4869;Recuperacion de vegetacion en pistas deportivas calle vinaroz;14;Benimaclet;Particular;49;SI;SI;150;NO;100000;No aplicable;2023-04-27;NA
3815;6;4876;Parque para mayores, circuito biosaludable en Jardin avda. blasco ibañez 16;6;el Pla del Real;Particular;34;SI;SI;140;NO;60000;No aplicable;2023-04-27;NA
3902;6;4964;Resalte  para controlar la velocidad en los accesos  al casco urbano;19;1;Particular;22;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4066;6;5128;INSTALACIoN PUNTO ALIMENTACIoN COLONIAS FELINAS CARPESA;17;3;Particular;23;SI;SI;6;NO;3000;No aplicable;2023-04-27;NA
4146;6;5208;Biblioteca publica El patronato;17;1;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4183;6;5245;ASFALTADO FONOREDUCTOR AVENIDA ARAGON PARA REDUCIR EL RUIDO DEL TRAFICO;6;el Pla del Real;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4233;7;5295;Ampliacion Escuela Infantil Municipal Mestra Empar Navarro i Giner;10;Quatre Carreres;Particular;22;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4262;7;5324;Abrir la c/ Nador hasta la c/ Almazora;5;la Saidia;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4358;7;5420;Biblioteca y espacio de creacion colaborativa junto avenida Maestro Rodrigo;4;Campanar;Particular;81;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4359;7;5421;Comunicar calle poeta Fernandez Heredia;5;la Saidia;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4404;7;5466;Pistas de petanca en la Plaza de Segovia;9;Jesus;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4442;7;5504;Ajardinar terrenos junto al Rastro;11;Poblats Maritims;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4531;7;5593;REURBANIZACIoN DE LAS ACERAS Y CALLES DE SAN FRANCISCO DE ASiS Y CARMEN CRESPO;14;Benimaclet;Particular;37;SI;SI;131;NO;312700;Sin etiqueta;2023-04-27;NA
4578;7;5640;Carril bici;19;2;Particular;29;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4603;7;5665;Adecuacion solar en calle rio Segre.;16;Benicalap;Particular;20;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4665;7;5727;Revisar proyecto parque Avda Juan xxiii;16;Benicalap;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4713;7;5775;Ampliacion Parque de La Rambleta;9;Jesus;Particular;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4778;7;5840;Adecuacion jardin para todos. Plz Jose Mª Gimenez Fayos;16;Benicalap;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4879;7;5941;Adecuacion Calle Roteros;1;Ciutat Vella;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4894;7;5956;Rehabilitar interseccion Camino de Moncada/Avenida Constitucion;5;la Saidia;Particular;48;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4899;7;5961;Cubierta pista de Hockey Sala Instalaciones Tarongers;13;Algiros;Particular;162;SI;SI;190;NO;140000;Sin etiqueta;2023-04-27;NA
5001;7;6063;Mural Chalet Republica;13;Algiros;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5024;7;6086;Creacion de un pequeño jardin;16;Benicalap;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5099;7;6161;PACIFICAR TRAFICO CL REVERENDO JOSE VALERO;17;3;Particular;20;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5148;7;6210;ELIMINAR PLAGA DE PALOMAS en CAMINS AL GRAO;12;Camins al Grau;Particular;70;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5236;7;6298;Skatepark de Nivel Medio en Betero;13;Algiros;Particular;48;SI;SI;132;NO;100000;Sin etiqueta;2023-04-27;NA
5348;7;6410;MEJOR PARQUE ZONA PEATONAL (Aben al Abbar 1);12;Camins al Grau;Particular;40;SI;SI;172;NO;520000;Sin etiqueta;2023-04-27;NA
5420;7;6482;ILUMINACION CAMPO DE FUTBOL UD BENICALAP;16;Benicalap;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5430;7;6492;Jardin Monteolivete;10;Quatre Carreres;Particular;26;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5441;7;6503;Mejora del carril bici en la calle Sant Vicent de Paül;15;Rascanya;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5560;7;6622;Mejora de la Instalacion Polideportiva Quatre Carreres de Rugby;10;Quatre Carreres;Particular;78;SI;SI;237;NO;250000;Sin etiqueta;2023-04-27;NA
5600;7;6662;Plaza Segovia, suelo parque infantil;9;Jesus;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5631;7;6693;Peatonalitzacio de la plaça de la Mare de Deu de Lepanto;19;2;Particular;23;SI;SI;85;NO;30000;Sin etiqueta;2023-04-27;NA
5640;7;6702;Adecuacion carril bici y ampliacion aceras Artes Graficas (conRodriguez Fornos);6;el Pla del Real;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5688;7;6750;Poda de arboles;3;Extramurs;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5722;7;6784;PUNTOS DE RECARGA DE VEHiCULOS ELeCTRICOS O HiBRIDOS ENCHUFABLES;3;Extramurs;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
7;1;2015-00008;NA;8;Patraix;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
38;1;2015-00044;NA;15;Rascanya;Persona Juridica;0;No aplicable;SI;13;NO;NA;No aplicable;2023-04-27;NA
53;1;2015-00065;NA;3;Extramurs;Persona Fisica;0;No aplicable;SI;6;NO;NA;No aplicable;2023-04-27;NA
75;1;2015-00098;NA;6;el Pla del Real;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
153;1;2015-00190;NA;7;l'Olivereta;Persona Fisica;0;No aplicable;SI;10;NO;NA;No aplicable;2023-04-27;NA
157;1;2015-00194;NA;8;Patraix;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
243;1;2015-00290;NA;5;la Saidia;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
280;1;2015-00336;NA;5;la Saidia;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
301;1;2015-00358;NA;7;l'Olivereta;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
467;1;2015-00559;NA;3;Extramurs;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
514;1;2016-00009;NA;2;l'Eixample;Persona Juridica;0;No aplicable;SI;23;NO;NA;No aplicable;2023-04-27;NA
580;1;2016-00075;NA;7;l'Olivereta;Persona Juridica;0;No aplicable;SI;22;NO;NA;No aplicable;2023-04-27;NA
664;2;45;ELIMINACIoN DE DOS TAPONES URBANiSTICOS EN BENICALAP;16;Benicalap;Particular;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
707;2;88;Russafa espacio de convivencia vehiculos/personas;2;l'Eixample;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
802;2;183;Azotea verde ambulatorio benimaclet;14;Benimaclet;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
889;2;270;AJARDINAMIENTO SOLAR DE CALATRAVA;18;Pobles de l'Oest;Representante GT;106;SI;SI;220;SI;324332;No aplicable;2023-04-27;NA
913;2;294;Itinerari ciclo-peatonal, a Castellar-L’Oliveral.;19;Pobles del Sud;Particular;106;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
936;2;317;Transformacion mercado de San Pedro Nolasco;5;la Saidia;Representante GT;9;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
948;2;329;PASO DE PEATONES EN GV FERNANDO EL CAToLICO JUNTO ESQUINA CON DR. PESET CERVERA;3;Extramurs;Representante GT;18;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
986;2;367;"Carril bici Guillem de Castro - Pont de fusta"" pasando por el centro""";1;Ciutat Vella;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
988;2;369;Parque Maria Mazzarello;15;Rascanya;Representante GT;45;SI;SI;270;SI;252000;No aplicable;2023-04-27;NA
1041;2;422;Sustitucion farolas Plaza de Vannes (GV Ramon y Cajal);3;Extramurs;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1119;2;500;Crear supermanzana en centro historico de Benicalap y aparcamientos perifericos;16;Benicalap;Representante GT;3;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1232;3;1022;IL.LUMINACIo SOTA ELS PONTS DEL JARDi DEL TuRIA.;Toda la ciudad;Toda la ciudad;Particular;303;SI;SI;3243;SI;185324;No aplicable;2023-04-27;NA
1343;3;1136;ILUMINACIoN ESCASA AVDA. PIO BAROJA (ZONA CARREFOUR CAMPANAR);Toda la ciudad;Toda la ciudad;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1508;3;1301;CONSTRUCCIoN DE UN PABELLoN ENTRE LA AVDA. ALFAHUIR Y LA C. PEÑiSCOLA;Toda la ciudad;Toda la ciudad;Particular;145;SI;SI;400;NO;2500000;No aplicable;2023-04-27;NA
1540;3;1334;AUMENTAR LA DESRATIZACIoN DE VALENCIA;Toda la ciudad;Toda la ciudad;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1567;3;1362;CARRIL BICI EN AVENIDA INSTITUTO OBRERO - TOMaS DE MONTAÑANA - MANUEL CANDELA;Toda la ciudad;Toda la ciudad;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
